日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260228,6062,チャーム・ケア・コーポレーション,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6063,日本エマージェンシーアシスタンス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6069,トレンダーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6070,キャリアリンク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6071,ＩＢＪ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6072,地盤ネットホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6073,アサンテ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6074,ジェイエスエス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6078,バリューＨＲ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,6081,アライドアーキテクツ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6082,ライドオンエクスプレスホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6083,ＥＲＩホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6085,アーキテクツ・スタジオ・ジャパン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6086,シンメンテホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6087,アビスト,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6088,シグマクシス・ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,6089,ウィルグループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6090,ヒューマン・メタボローム・テクノロジーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6091,ウエスコホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6092,エンバイオ・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6093,エスクロー・エージェント・ジャパン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6094,フリークアウト・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6096,レアジョブ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6098,リクルートホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,1,TOPIX Core30
20260228,6099,エラン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6101,ツガミ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6103,オークマ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6104,芝浦機械,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6113,アマダ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260228,6118,アイダエンジニアリング,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6125,岡本工作機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6134,ＦＵＪＩ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260228,6135,牧野フライス製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6136,オーエスジー,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260228,6137,小池酸素工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6138,ダイジェット工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6140,旭ダイヤモンド工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6141,ＤＭＧ森精機,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260228,6143,ソディック,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6144,西部電機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6145,ＮＩＴＴＯＫＵ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6146,ディスコ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20260228,6147,ヤマザキ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6149,小田原エンジニアリング,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6150,タケダ機械,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6151,日東工器,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6155,高松機械工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6156,エーワン精密,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6157,日進工具,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6158,和井田製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6159,ミクロン精密,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6161,エスティック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6165,パンチ工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6166,中村超硬,グロース（内国株式）,3600,機械,8,機械,-,-
20260228,6167,冨士ダイス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6168,ＯＮＥ　ＧＲＯＵＰ,PRO Market,3600,機械,8,機械,-,-
20260228,6171,土木管理総合試験所,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6173,アクアライン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6174,デンタス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6176,ブランジスタ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6177,ＡｐｐＢａｎｋ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6178,日本郵政,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2,TOPIX Large70
20260228,6180,ＧＭＯメディア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6181,タメニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6182,メタリアル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6183,ベルシステム２４ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6184,鎌倉新書,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6185,ＳＭＮ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6186,一蔵,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6190,フェニックスバイオ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6191,エアトリ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6193,バーチャレクス・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6194,アトラエ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6195,ホープ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6196,ストライク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,6197,ソラスト,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6198,キャリア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,6199,セラク,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260228,6200,インソース,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260228,6201,豊田自動織機,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20260228,6203,豊和工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6208,石川製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6209,リケンＮＰＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6210,ＴＯＹＯイノベックス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6217,津田駒工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6218,エンシュウ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6222,島精機製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6223,西部技研,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6224,ＪＲＣ,グロース（内国株式）,3600,機械,8,機械,-,-
20260228,6226,守谷輸送機工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6227,ＡＩメカテック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6228,ジェイ・イー・ティ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6229,オーケーエム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6230,ＳＡＮＥＩ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6231,木村工機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6232,ＡＣＳＬ,グロース（内国株式）,3600,機械,8,機械,-,-
20260228,6233,ＫＬＡＳＳ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6235,オプトラン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6237,イワキポンプ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6238,フリュー,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6239,ナガオカ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6240,ヤマシンフィルタ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6245,ヒラノテクシード,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6246,テクノスマート,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6247,日阪製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6248,横田製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6249,ゲームカードホールディングス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6250,やまびこ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6254,野村マイクロ・サイエンス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6255,エヌ・ピー・シー,グロース（内国株式）,3600,機械,8,機械,-,-
20260228,6257,藤商事,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6258,平田機工,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6262,ＰＥＧＡＳＵＳ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6264,マルマエ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6265,コンバム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6266,タツモ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6267,ゼネラルパッカー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,6268,ナブテスコ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260228,6269,三井海洋開発,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260228,6272,レオン自動機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260228,6273,ＳＭＣ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20260228,6276,シリウスビジョン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20260228,6277,ホソカワミクロン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260228,6278,ユニオンツール,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
